dumbSQ,smartSQ,dumbLIB,smartLIB
24,17,22.83,17.77
24,17,20.95,18.12
22,19,21.27,19.03
24,17,20.28,18.65
21,17,20.7,17.5
24,17,19.88,19.45
24,19,21.52,18.55
22,17,22.62,18.4
22,20,21.03,17.5
28,18,21.22,18.25
22,18,20.35,18.43
22,17,20.95,17.5
24,18,20.27,18.92
24,16,21.42,19.87
25,17,22.58,17.73
24,16,20.13,19.25
23,17,21.62,19.02
27,16,20.85,20.15
28,18,19.87,19.87
21,17,19.85,18.9
25,19,19.87,19.1
23,19,18.67,19.35
21,19,20.02,19.75
25,19,21,18.38
22,19,19.68,17.93
21,18,22.62,18
25,19,22.37,17.88
25,19,20.5,17.5
23,17,20.13,17.53
27,17,20.07,18.9
24,17,20.62,18.4
25,16,21.42,19.15
26,19,21.8,18.02
25,19,20.07,18.17
25,18,20.85,19.08
22,17,20.02,17.5
24,18,20.47,18.17
24,17,20.18,18.03
23,16,21.22,17.72
24,18,21.77,18.83
26,19,20.63,18.03
21,18,21.67,17.5
23,18,21.52,19.12
24,17,21.83,18.58
26,17,20.45,17.58
26,16,21.82,18.13
27,17,21.38,20.57
26,16,21.62,17.5
23,17,19.78,20.23
21,16,20.85,20.1
24,17,23.48,18.6
21,17,22.37,17.87
26,19,20.8,17.63
23,18,19.35,19.6
25,17,21.73,17.5
27,17,19.48,17.93
22,19,22.03,18.07
22,20,22.2,18.87
23,17,18.77,18.8
25,18,21.48,18.27
25,17,21.87,18.25
28,18,20.53,18.17
22,19,22.55,18.57
22,17,21.15,17.5
24,17,23.08,19.25
25,16,20.6,19.63
20,20,21.32,17.8
20,19,22.25,18
26,19,22.12,18.83
26,16,21.1,17.5
27,18,18.93,18.63
24,20,20.08,19.57
23,18,20.95,17.5
23,16,22.95,19.3
23,17,21.1,17.87
26,17,20.48,19.2
24,17,21.53,19.7
27,17,21.17,17.62
23,16,21.4,20.75
26,16,19.68,18.35
24,19,20.38,18.33
24,16,21.22,18.7
25,16,21.2,18.73
22,18,22.13,18.42
24,18,19.92,18.7
23,18,21.28,18.28
22,19,20.58,19.3
26,18,21.07,17.87
24,17,20.73,20.2
27,17,20.22,20.03
27,19,22.28,19.03
22,17,20.78,18.72
23,16,20.37,18.95
26,21,20.58,20.48
25,18,20.72,17.5
27,17,23.45,18.5
21,16,21.75,18.42
19,17,21.67,19.72
24,17,20.9,17.85
24,16,22.8,19.87
23,19,22.7,17.5
24,17,20.88,18.45
22,19,20.72,17.82
25,18,21.83,20.5
25,18,21.22,18.03
23,20,20.13,18.98
25,17,20.55,18.03
25,18,20.1,18.32
25,16,21.6,17.83
23,18,19.57,18.23
20,17,23.37,18.93
22,17,19.6,17.78
24,17,21.73,18.05
23,18,19.18,18.73
26,20,19.55,17.9
28,17,22.8,18.07
22,19,22.8,19.22
26,17,18.4,17.95
24,19,22.53,17.62
21,19,20.73,18.52
24,17,21.38,18.45
25,16,19.77,19.53
23,16,20.03,19.62
24,17,21.42,17.52
26,19,21.68,18.15
27,18,21.62,18.62
27,17,21.28,19.22
24,18,20.77,18.03
22,17,21.38,17.95
24,16,21.27,19.68
24,17,21.85,17.72
24,17,20.53,18.6
24,17,20.52,18
26,16,20.55,18.08
24,21,21.27,19.77
24,18,23.93,18.12
24,18,19.85,19.63
22,20,19.77,19.88
23,18,20.17,18.73
28,16,20.15,18.62
25,16,21.95,18.2
26,17,21.45,20.2
26,17,21.32,19
24,18,21.05,18.72
21,16,19.7,20.92
23,17,19.93,17.7
20,18,20.68,18.48
23,17,21.32,17.6
21,17,19.78,20.65
24,16,20.3,18.2
28,17,19.98,17.95
24,17,19.47,19.63
23,17,21.52,18.58
22,19,20.67,18.23
26,16,21.78,19.63
25,18,20.12,20.48
23,21,22.13,19.88
27,17,21.12,18.28
24,18,22.43,18.02
24,17,22.32,18.68
23,16,20.47,18.22
26,18,22.35,17.5
27,17,21.17,19.67
26,16,22.1,17.87
25,18,21.43,18.5
25,18,21.32,19.08
27,17,20.98,18.43
21,18,20.55,19.33
24,19,21.33,18.28
27,18,22.1,17.5
22,19,21.48,19.23
26,21,22.1,19.02
24,17,20.37,19.22
23,16,20.85,19.8
24,17,19.72,17.5
24,17,23.05,19.83
27,20,20.83,18.02
26,16,20.22,18.53
24,19,21.65,20.12
23,18,22.58,18.07
26,17,22.65,18.5
24,19,22.45,17.98
21,18,20.97,18.28
24,18,21.1,18.43
24,18,20.08,17.63
24,17,22.13,18.55
19,17,21.83,18.82
24,18,20.55,17.87
26,16,21.97,19.57
27,17,21.87,18.05
21,18,20.68,17.5
20,17,21.07,19.72
26,19,20.43,19.07
24,17,21.33,19.18
24,18,22.85,18.78
24,17,20.15,17.97
23,17,20.13,17.5
26,20,19.63,18.62
20,17,23.77,18.43
27,17,20.35,18.55
26,19,21.73,20.02
22,16,19.57,17.5
21,17,20.33,19.87
24,19,20.2,18.6
24,18,19.9,18.77
23,17,19.85,17.95
23,18,22.3,18.3
23,17,22.95,19.22
25,17,22.47,17.5
23,17,22.98,18.05
26,17,21.48,19.45
26,18,23.1,17.93
24,17,21.38,17.85
23,16,20.18,17.68
20,18,22.9,18.23
24,18,20.28,17.62
23,18,21.02,18.1
25,19,20.6,18.58
22,16,20.43,19.15
27,17,20.85,19.43
22,18,22.07,18.08
22,18,20.37,17.5
24,16,20.57,17.5
23,20,20.82,17.9
26,16,21.02,18.67
21,17,20.72,18.02
26,21,20.33,18.47
28,18,20.4,18.85
23,19,21.83,18.25
23,17,20.48,18
21,17,21.57,18.83
25,17,20.6,18
22,16,20.2,18.32
24,17,19.48,18.55
26,18,19.13,20.38
26,18,21.72,18.85
23,17,22.33,17.5
26,16,20.95,19.42
29,17,20.28,18.97
27,16,20.37,19.3
24,19,19.28,18.52
24,17,21.27,18.9
21,19,21.55,18.15
26,16,21.67,18.2
26,17,22.55,21.82
22,17,20.13,18.52
25,19,21.9,18.6
24,18,21.45,18.85
23,17,20.55,17.73
24,20,22.05,18.35
27,18,20.43,18.2
27,16,19.95,18.37
24,17,22.9,17.9
23,17,21.95,20.42
22,17,22.35,18.7
26,16,20.32,17.92
22,16,20.62,18.17
24,17,21.13,18.67
23,17,22.42,20.08
26,17,19.47,20.22
22,17,19.98,19.57
23,18,21.63,19.7
23,16,21.13,19.28
25,17,21.7,19.55
22,17,21.02,18.02
24,18,21.95,17.5
23,18,18.8,19.53
27,17,20.42,19.05
23,16,20.38,18.08
25,21,22.22,18.15
22,17,20.82,18.83
24,17,20.28,19.62
20,17,20.72,18.73
23,19,21.13,18.5
25,18,20.28,18.37
23,20,19.48,17.88
23,19,20.47,17.52
25,17,21.35,18.22
25,17,21.13,18.65
23,16,21.95,18.63
27,17,20.7,17.5
25,16,22.13,18.55
25,17,20.37,17.5
25,17,20.53,18.57
21,18,21.02,18.12
26,18,22,19.75
22,17,21.1,18.17
24,19,19.02,18.55
23,17,21.9,18.03
27,18,21.33,19.2
26,17,22.33,19.43
23,17,21.77,18.52
22,18,21.68,20
24,16,20.57,18.7
20,17,20.17,17.82
26,18,20.52,19.58
24,16,21.77,20.55
20,16,20.63,19.27
26,17,20.75,18.82
26,16,20.03,19.87
23,18,20.47,18.62
18,19,20.98,17.52
25,17,20.2,17.5
24,17,22.23,18.55
23,18,22.45,18.25
24,18,22.08,19.57
22,19,21.23,18.37
26,19,21.58,21.12
26,20,19.85,18.53
22,16,22,19.85
23,17,21.5,18.47
21,19,21.43,19.83
23,16,23.1,17.52
25,17,18.87,18.38
28,18,19.42,18.55
23,18,20.07,18.47
23,17,21.2,18.77
25,18,21.62,17.5
21,18,19.58,17.73
25,16,21.65,17.5
25,17,22.05,18.73
25,17,20.28,19.17
24,17,20.57,18.75
23,18,21.28,17.57
25,17,20.08,18.72
26,19,20.43,17.82
23,16,20.6,17.93
24,17,20.38,18.02
23,17,21.85,20.05
25,18,19,19.28
22,18,21.9,21.3
24,17,22.97,17.5
25,16,21.63,17.95
25,17,20.95,19.05
27,18,20.38,17.58
22,18,21.78,17.5
26,17,22.98,18.9
21,16,19.9,18.37
25,19,20.73,19.35
21,16,20.63,18.63
22,18,22.17,18.78
21,18,20.53,17.73
26,18,20.42,18.25
24,17,23.07,19.4
28,17,19.63,17.8
23,19,18.88,18.47
26,20,20.92,18.57
23,17,19.93,19.07
20,18,22.17,18.13
28,18,19.68,17.5
23,17,21.15,17.93
21,17,20.85,18.12
26,16,20.93,18.37
23,19,19.65,19.35
24,17,20.87,18.52
27,17,22.37,18.53
26,19,22.13,20.13
27,20,22.48,19.17
24,17,21.5,21
26,19,20.37,18.08
22,17,20.5,20.55
22,16,20.02,19.23
22,18,21.07,18.4
26,19,22.1,17.5
25,17,19.9,18.13
22,16,21.32,19.38
26,16,21.9,18.47
25,17,19.7,17.83
23,18,21.9,18.15
23,19,20.33,18.45
26,19,21.03,18.08
25,16,20.28,18.93
23,16,19.3,18.22
28,16,20.62,18.2
26,17,20.08,17.6
23,17,21.73,17.5
23,17,20.53,18.93
23,17,21.93,19.52
25,17,22.17,18.07
25,16,19.87,17.9
25,19,20.62,19.03
19,17,20.43,18.05
20,19,20.55,19
21,17,20.15,17.88
27,20,21.55,19.23
25,17,19.93,18.05
22,18,21.45,18.07
22,19,20.72,17.5
26,19,20.13,20.5
25,17,21.65,18.15
22,19,20.38,18.43
24,18,20.2,18.18
26,16,22.55,19.78
24,16,20.92,18.07
21,18,20.38,19.43
21,21,20.38,19.77
25,18,22.18,19
23,17,21.93,18.18
23,18,20.7,18.4
21,18,20.48,18.73
25,16,21.2,19.02
24,19,22.5,18.08
26,18,21.78,18.57
23,18,21.28,18.22
25,16,20.85,19.27
25,16,22.98,18.88
22,19,19.93,17.5
25,16,22.25,18.55
22,17,21.12,19.72
22,19,21.48,18.95
25,19,21.75,17.75
24,16,20.25,19.25
23,17,20.52,18.32
27,19,19.98,20.12
26,17,21.47,18.8
23,18,21.6,20.43
23,17,21.08,18.37
24,19,21.67,18.3
23,18,20.92,19.07
20,19,20.78,19
24,16,19.82,18.4
23,18,19.7,17.5
20,16,20.13,17.68
26,17,21.73,17.78
22,19,20.1,20.12
23,16,20.02,18.17
23,20,20.78,17.98
21,20,20.47,18.72
23,17,22.05,18.08
24,17,20.48,19.13
24,18,20.27,18.1
25,21,22.15,18.43
20,17,21.15,18.28
23,17,20.62,18.75
26,17,20.82,18.23
22,19,20.52,17.5
25,17,21.92,19.98
26,17,21.7,19.5
22,17,20.3,18.28
26,17,20.32,18.4
21,17,21.92,17.5
26,17,21.5,19.13
22,18,20.03,17.65
25,19,21.03,17.95
20,16,20.65,18.57
24,19,21.2,18.5
25,19,23.12,17.5
28,18,21.42,18.28
22,17,23.07,18.95
25,17,20.92,17.98
23,18,19.92,17.58
23,18,20.87,18.95
27,19,19.12,17.5
24,18,19.85,19.47
25,18,19.35,18.18
22,16,19.07,18.38
22,17,20.27,18.32
22,16,20.95,18.52
24,19,20.03,17.82
23,18,20.8,18.28
24,17,20.75,19.8
26,17,21.57,18.83
24,19,24.7,19.12
19,17,22.33,19.77
25,17,21.38,18.83
25,17,21.25,19.18
21,16,21.77,20.18
24,18,20.77,18.63
24,17,19.83,17.7
27,16,20.3,17.77
24,19,19.15,18.2
25,17,22.2,21.05
22,19,20.15,18.5
22,18,22.28,17.68
27,17,20.97,19.32
20,18,21.3,18.1
26,19,21.5,19.1
26,17,19.77,19.65
24,20,22.75,18.38
25,17,21.45,17.5
24,16,22.38,17.88
20,20,22.13,18.8
24,17,21.25,20.1
24,19,21.38,17.58
23,18,20.35,18.65
25,19,20.95,20.28
23,21,20.85,19.07
24,17,21.3,17.5
24,18,21.98,19.07
23,17,21.27,19.43
24,16,20.12,18.03
23,17,20.55,18.58
23,16,21.83,18.22
24,18,23.12,17.88
24,17,23.35,18.32
19,18,22.1,18.43
24,17,20.32,19.38
25,16,21.18,18.57
22,17,21.4,18.92
27,19,20.33,18.38
25,16,22.72,18.3
25,19,21.72,18.3
27,16,21.15,19.85
23,17,23.07,18.33
27,19,21.55,18.45
27,17,20.13,19.55
25,19,20.78,17.7
27,17,20.53,17.7
24,18,21.38,18.95
24,17,19.77,17.73
23,19,20.97,18.42
23,17,20.9,18.97
25,18,21.3,18.85
23,17,20.72,18.8
19,19,21.02,17.83
22,18,21.73,19.4
27,19,21.65,18.73
25,16,22.53,17.5
26,17,20.25,19.07
27,18,19.62,20
25,18,21.02,19.67
25,19,20.72,19.63
27,17,22.25,18.32
23,18,21.23,17.93
21,17,20.75,17.5
23,18,21.55,18.47
24,19,21.23,18.02
22,18,19.82,18.05
24,17,20.15,18.42
26,18,20.85,17.62
24,18,21.03,18.07
22,19,21.75,18.5
23,16,21.88,17.5
28,19,21.27,18.48
28,17,20.52,18.3
24,16,23.17,19.1
24,18,20.42,18.82
23,17,20.5,20.37
24,17,19.98,19.78
22,22,20.57,18.82
23,18,19.42,18.27
22,18,23.9,18.35
25,19,20.75,19.72
24,17,20.03,17.5
23,20,20.68,20.27
20,16,21.65,19.05
25,16,22.05,19.5
21,16,22.43,18.55
29,17,22.07,18.58
26,18,22.42,18.72
21,17,22.55,18.38
25,18,19.27,18.18
20,17,19.87,17.5
25,18,20.07,18
21,18,20.67,20.35
20,18,20.5,18.27
25,16,19.92,18.27
23,17,22.63,18.53
24,20,20.52,17.95
25,17,21.87,19.12
23,19,22.18,19.17
27,16,21.83,19.15
23,18,21.08,19.35
26,17,20.78,17.53
23,17,21,17.92
26,17,22.93,17.53
26,18,20.92,18.37
22,19,20.83,19.85
24,17,20.33,18.17
24,16,20.03,17.75
25,19,21.13,18.2
24,16,19.95,19.37
25,17,21.3,17.88
23,21,19.13,20.55
26,18,20.15,18.82
26,18,20.23,18.52
27,17,19.95,17.53
23,18,19.68,19.12
23,17,19.53,18.68
26,18,19.8,18.55
20,16,22,19.65
24,17,21.38,18.2
20,16,18.62,17.83
25,16,21.65,18.45
22,17,20.92,18.78
25,19,19.48,18.42
21,16,20.58,18
23,18,22.23,17.92
24,18,21.95,19.7
27,18,21.22,19.03
23,17,20.98,18.65
25,17,20.03,17.68
26,19,21.73,18.32
25,19,21.43,18.07
23,18,21.57,18.75
24,16,19.38,19.35
24,20,21.42,18.38
21,17,21.92,19.52
27,17,21.07,18.82
23,16,20.43,19.08
23,18,23.02,18.1
22,19,20.87,19.48
22,17,22.62,18.95
23,18,21.77,17.77
21,18,19.82,17.5
22,17,21.7,18.43
21,17,20.5,18.33
27,18,19.9,19.75
23,18,21.68,20.73
27,17,21.78,18.6
25,17,21.82,18.42
23,18,21.53,17.5
26,21,21.25,17.93
23,18,19.33,19.12
24,17,20.98,18.45
21,20,20.9,19.18
23,16,20.88,17.5
21,16,20.93,17.5
23,21,21.85,19.08
25,18,19.88,18.9
23,16,22.57,18.03
22,19,21.25,19.53
25,16,22.73,18.62
23,17,20.72,19.07
23,17,20.8,17.98
24,16,20.63,17.73
22,17,20.43,19.48
22,18,20.63,19.45
21,16,22.23,18.12
24,18,22.1,20.23
24,17,18.6,18.17
23,19,20.7,17.82
25,16,21.83,19.1
19,16,21.5,18.87
21,16,21.65,17.63
25,16,20.22,17.6
24,17,19.37,18.93
24,17,20.55,19.87
25,18,20.53,18.68
23,16,22.83,19.25
26,19,21.68,17.83
29,17,21.22,17.72
21,19,19.75,18.17
22,19,22.18,18.77
20,21,20.78,17.6
28,17,22.68,17.97
24,17,19.6,17.5
22,18,20.58,18.63
24,19,21.93,18.92
23,18,21.7,17.7
23,20,20.93,17.62
25,18,22.33,19
26,19,18.95,18.78
23,20,20,18.57
20,17,21.73,19.57
23,18,21.22,17.9
30,17,20.38,18.93
27,16,20.02,17.5
22,17,20.28,19.42
24,17,20.4,18.2
26,18,21.07,18.78
25,18,20.57,17.63
23,19,20.8,18.53
24,17,22.77,18.78
26,17,20.8,20.67
22,19,22.35,18.32
27,18,21.28,18.2
26,18,19.53,19.12
27,16,21.7,17.95
25,19,19.3,18.77
24,17,21.9,19.15
25,19,20.85,18.52
27,17,19.85,18.18
25,19,20.97,20.07
24,18,20.52,18.22
24,19,22.17,18.63
26,21,21.22,19.13
23,18,20.75,17.72
23,19,19.98,17.68
27,20,20.93,19.58
21,17,20.98,19.17
24,16,22.28,20.08
25,16,21.98,17.82
22,21,22.02,17.82
22,20,19.73,19.4
24,17,20.32,18.95
25,16,22.73,18.87
27,16,20.03,18.95
24,16,18.7,18.33
24,18,19.25,18.85
20,16,21.07,19.65
26,18,21.92,17.67
22,17,21.38,19.48
20,16,21.08,19.13
22,19,20.47,17.5
23,19,19.35,18.72
22,16,21.92,18.9
25,17,19.6,17.93
22,18,20,17.68
24,19,22.63,19.02
24,18,22.15,18.68
22,16,20.53,19.15
23,17,19.92,18.42
29,16,19.57,19.55
23,16,19.35,18.92
27,16,21.58,17.5
22,18,19.17,18.67
25,17,20.33,18.7
23,17,20.5,17.5
24,17,19.57,17.57
22,18,22.93,18.68
23,17,19.95,18.67
27,18,21.73,18.35
27,17,20.03,18.4
25,21,20.93,19.48
23,18,20.4,18.5
25,21,23.37,17.88
26,18,21.7,18.88
26,16,21.9,18.77
24,17,19.42,19.68
26,17,21.55,18.88
24,20,20.72,18.57
23,17,19.92,17.93
26,18,20.4,19.87
23,16,21.78,19.15
26,18,20.62,18.98
22,18,22.55,18.6
24,17,22.53,17.82
25,18,21.33,19.85
21,16,20.7,17.98
23,18,24.42,19.6
27,19,20.4,17.5
23,16,20.8,19.17
26,18,21.6,17.88
20,16,22.08,19.15
21,17,22.2,17.82
25,17,21.7,18.12
24,18,21.15,19.88
22,18,21.9,21.1
20,16,20.62,19.75
27,19,21.15,19.25
26,18,19.25,18.88
23,18,19.75,20.22
24,16,22.5,17.5
28,17,21.53,20.27
23,17,19.6,18.18
22,16,20.25,19.27
24,19,20.43,18.53
24,16,21.22,18.83
21,17,20.57,17.5
23,17,22.15,17.92
23,17,20.27,19.03
26,18,21.7,17.7
26,18,20.98,18.42
25,17,22.32,17.65
24,17,21.43,19.28
24,18,20.18,20.25
24,17,20.42,18.92
24,21,20.9,19.6
28,17,19.75,20.08
23,17,20.85,18.47
21,18,20.8,19.35
24,17,19.8,17.6
23,17,19.75,19.67
26,22,20.08,19.93
23,18,22.42,17.7
26,17,21.53,18.02
24,17,22.53,18.53
25,17,20.93,19.6
24,17,21.77,19
21,17,20.38,19.75
24,19,21.43,18.45
23,17,22.88,18.02
23,16,21.03,18.25
23,16,21.58,17.5
23,17,21.32,18.88
25,19,19.72,18.18
26,17,22.37,18.27
23,19,19.38,17.93
24,18,22.23,18.97
24,19,21.52,19.47
28,17,22.27,18.5
20,16,20.15,18.95
22,17,21.15,19.33
25,16,22.15,18.4
22,19,19.85,18
25,19,19.08,19.27
20,17,21.52,18.05
25,16,21.03,19.48
27,17,21.62,20.03
24,18,21.7,18.63
24,18,19.2,18.05
23,20,19.85,18.57
25,18,19.22,19.43
26,18,21.58,18.07
24,17,21.02,19.58
23,18,21.62,18.87
26,18,21.52,19.73
23,17,21.43,19.88
27,17,22.48,17.75
25,18,21.8,19.22
20,19,22.35,17.93
23,17,22.28,19.15
20,20,22.15,18.12
22,16,23.05,18.57
23,18,21.18,19.6
24,19,20.4,18.47
23,18,19.85,18.45
29,19,21.03,18.27
25,17,19.78,17.87
26,16,20.13,19.25
25,18,23.38,18.15
24,17,20.77,19.13
23,18,19.98,19.08
25,18,19.63,18.53
25,17,21.92,18.63
22,17,21.07,18.25
28,18,21.48,19.22
24,16,20.23,18.35
28,18,22.15,19.58
25,16,21.73,18.88
21,17,20.23,20.05
24,18,20.93,18.82
23,18,23.73,18.67
23,17,18.9,17.98
25,18,20.93,18.08
26,21,23.03,17.7
24,19,22.82,17.93
23,19,19.8,18.8
25,17,22.07,18.82
22,18,20.75,17.55
26,18,19.67,19.35
26,16,21.22,18.87
23,16,19.87,18.15
20,21,20.27,18.4
23,17,21.78,19.73
26,18,20.37,17.67
27,16,19.98,18.42
24,18,20.57,18.35
23,17,19.12,18.57
25,16,21.58,18.68
23,19,19.5,18.52
23,17,20.35,17.5
24,17,21.92,19.25
24,16,21.3,18.43
28,17,22.2,18.3
23,16,20.62,18.87
20,17,22.63,19.17
25,16,21.78,17.5
24,16,20.03,19.17
22,16,22.08,18.5
20,19,21.58,18.45
24,16,20.1,19.77
24,19,19.35,19.13
25,18,20.45,18.12
29,19,23.43,18.23
27,16,20.2,20.38
25,17,18.92,17.8
26,16,20.97,17.5
20,17,22.13,18.02
23,17,20.47,19.48
24,19,19.75,18.83
25,20,22.12,17.73
23,18,23.53,18.77
25,18,21.77,18.53
26,16,21.93,17.5
27,18,20.1,18.72
22,19,21.2,17.65
25,17,20.65,18.28
23,18,21.4,17.92
24,16,19.22,17.95
23,19,19.97,19.38
24,18,21.55,18.18
25,18,20.4,18.72
21,17,21.7,17.75
21,18,20.07,18.13
23,16,19.18,19.13
23,17,21.6,17.92
28,18,20.93,19.68
23,18,19.13,18.2
27,19,20.8,18.8
26,18,20.38,18.78
23,16,19.58,17.8
24,18,20.82,18.52
26,18,20.17,19.15
25,17,20.75,18.65
20,18,22.57,17.68
24,18,20.13,17.55
27,16,20.63,17.98
24,18,21.87,17.52
25,18,21.07,18.57
22,18,21.57,18.88
23,16,20.32,18.13
28,16,19.77,17.5
25,18,22.43,18.58
25,17,20.88,20.15
26,18,22.32,18.6
24,19,21.68,17.5
24,17,21.57,18.33
24,17,22.6,18.03
24,17,20.95,17.55
20,18,21.98,18.07
27,19,19.92,19.68
25,18,21.73,19.23
22,19,19.9,17.78
25,19,21.43,19.3
20,17,19.85,19.78
22,19,20.85,19.47
25,17,21.97,19.72
27,19,20.95,18.77
23,19,22.8,18.88
23,19,24.23,20.8
24,19,21.03,18.58
24,17,20.77,18.78
23,17,20.35,17.5
23,18,20.88,19.75
26,18,19.78,18.88
20,17,20.12,18.7
23,16,22.2,19.47
20,19,20.43,19.22
24,16,22.47,19.22
24,19,19.95,19.88
24,16,20.7,18.4
23,19,20.37,19.75
25,19,22.7,19.15
24,17,21.9,17.85
26,17,22.28,20.65
28,20,21.78,19.65
24,18,23.3,18.27
24,17,21.03,18.67
20,18,21.18,18.87
21,16,20.1,19.12
23,17,21.45,19.4
28,17,20.48,19.23
23,18,22.17,18.23
26,17,21.53,18.12
25,17,21.02,18.9
22,17,21.63,20.12
25,16,21.25,18.22
29,18,21.1,18.78
23,20,20.13,18.88
22,16,21.77,17.68
24,17,21.35,18.88
26,16,20.3,19.28
29,17,20.68,19.37
21,17,21.33,18.55
24,19,22.55,18.22
22,16,21.75,18.77
25,17,19.25,17.97
26,16,21.17,18.88
23,18,21.17,18.17
25,19,22.88,20.03
25,16,21.02,17.57
24,19,19.67,17.82
24,18,22.52,19.33
21,17,19.55,19.6
25,17,21.88,17.65
26,17,21.03,17.5
23,18,21.03,19.47
23,17,22.12,17.9
25,17,21.27,19.52
27,17,20.7,18.1
21,21,20.22,18.8
25,21,21.45,19.07
23,17,21.47,18.08
23,18,20.28,18.63
24,18,22.58,17.98
24,17,21.08,18.62
24,16,22.67,19.33
26,17,21.32,19.8
27,18,22.27,18.25
23,18,21.6,20.03
22,18,18.63,17.92
26,18,21.52,20.52
25,17,21.52,18.43
25,18,20.72,18.82
23,18,22.9,19
29,19,20,17.87
23,18,22.07,17.92
24,16,19.25,18
23,19,20.03,17.83
26,17,18.52,18.9
23,18,22.13,19.53
27,17,22,18.48
21,21,22.08,17.82
26,18,20.2,19.37
22,19,21.02,18
26,17,21.48,18.85
27,18,20.2,20.13
26,18,22.07,20.53
24,17,21.2,18.33
26,19,21.68,20.02
24,17,20.65,19.28
26,18,21.53,18.27
21,17,20.38,18.08
19,16,20.37,17.92
26,18,21.82,19.22
22,16,20.97,18.37
25,18,19.73,19.85
25,20,22,19.38
26,18,21.52,18.57
23,17,20.73,18.63
22,19,20.35,18.55
24,20,19.55,19.48
21,17,22.48,18.68
25,18,21.58,18.72
22,17,21,17.73
24,16,20.62,18.88
22,17,20.83,18.22
23,19,21.28,18.72
25,19,20.63,19.6
25,17,21.4,18.87
24,19,19.95,18.57
23,17,20.55,19.42
23,17,20.13,17.85
24,17,20.57,19.37
24,16,20.3,19.62
24,16,21.15,17.82
23,18,19.53,19.33
23,17,21.05,19.73
26,16,20.48,17.65
27,16,21.62,17.5
27,17,21.25,18.53
25,17,21.07,18.38
26,19,20.48,19.85
26,19,19.33,19.1
21,18,19.45,18.52
22,16,21.32,18.55
24,20,20.12,19.28
25,17,20.98,18.37
24,16,21,18.45
27,16,20.78,18.12
25,17,21.7,17.5
26,18,20.15,17.88
27,19,19.47,18.97
24,19,19.05,18.45
25,18,21.38,17.98
25,17,20.2,20.37
24,17,21.7,19.85
24,16,22.1,18.23
25,17,21.8,17.92
19,17,19.22,17.5
21,17,21.62,18.22
23,18,20.15,19.17
24,18,20.52,18.72
27,17,20.67,18.17
25,16,20.45,18.53
24,18,21.35,17.92
25,17,20.87,17.75
24,16,19.72,17.98
25,20,22.92,18.1
26,16,21.17,19.75
23,18,19.52,17.77
25,17,20.9,18.8
28,17,20.22,19
26,17,21.62,20.77
25,16,19.85,18.02
25,18,19.98,18.52
25,17,21.45,19.08
22,17,20.5,19.5
20,20,22.1,19.27
24,19,20.4,18.27
23,17,21.53,18.45
26,17,21.12,18.88
20,17,21.57,19.35
24,19,21.45,17.5
20,17,21.5,18.87
21,18,22.67,17.5
21,18,20.4,17.87
22,18,22.45,18.68
19,18,21.03,19.02
29,17,19.98,19.92
24,18,21.73,18.72
25,18,21.28,18.57
22,19,21.52,20.62
27,16,22.25,19.22
23,17,20.12,19.37
20,17,20.1,18.57
25,17,22.6,18
25,19,20.8,18.52
25,18,21.52,19.98
23,17,20.28,19.52
22,17,20.57,18.43
24,18,21.73,19.22
24,20,21.85,19.4
27,17,19.55,18.37
25,19,20.33,18.77
28,17,22.1,19.53
25,16,21.28,18.32
22,18,23.88,18.32
20,16,19.77,19
24,17,20.63,17.82
22,16,20.7,19.42
26,18,18.73,17.65
25,18,19.43,17.72
28,21,19.73,19.12
24,19,21.87,18.63
25,17,22.2,18.22
23,19,20.47,19.02
24,19,22.65,18.12
25,17,20.03,19.1
26,18,20.35,18.58
25,18,20.83,19.18
25,17,21.6,17.53
26,16,20.63,19.1
25,18,21.42,18.15
22,18,22.48,18.85
26,20,22.58,18.98
26,19,19.85,19
26,19,22.33,19.23
24,17,19.95,18.57
24,16,22.27,19.35
24,19,21.23,18.08
24,18,23.65,18.85
26,18,20.27,18.52
28,16,22.62,18.02
25,16,22.12,18.78
24,19,21.83,18.38
26,19,20.45,19.42
21,16,21.08,19.63
26,17,22.15,17.5
22,17,21.27,19.35
25,19,20.47,19.62
23,17,22.75,18.28
22,18,20.62,17.68
27,17,20.43,19.23
23,17,20.95,19.68
23,16,21.32,18.53
25,17,19.05,17.92
24,16,21.55,17.5
26,17,21.47,19.48
27,18,20.98,17.5
22,20,20.57,17.53
27,17,21.18,20.27
24,19,21.97,20.6
23,19,19.77,17.8
26,18,20.95,19.47
24,16,21.97,18.92
21,16,19.8,17.88
21,16,21.53,19.33
25,18,21.95,18.22
24,16,20.35,19.85
23,17,20.48,18.45
21,17,22.75,18.82
27,17,20.4,19.77
24,16,22.75,20.4
24,16,21.3,18.35
23,18,19.75,18.8
26,16,20.58,17.5
21,19,21.4,18.55
26,18,21.67,19.37
21,19,21.83,18.52
22,17,21.48,18
21,17,21.85,18.88
23,17,18.58,18.87
24,16,21.62,17.87
25,17,21.77,19.63
23,17,21.08,18.38
23,16,19.12,18.25
23,17,20.13,20.08
24,17,21.02,19.3
25,19,20.43,18.65
24,18,20.05,17.85
22,20,21.2,18.95
27,18,19.6,19.97
27,17,20.48,17.78
30,17,22.55,17.5
25,18,18.8,18.42
25,17,21.43,18.58
25,17,18.87,19.03
